country;country_code;population;indicator;weekly_count_cases;weekly_count_death;year_week;rate_14_day_cases;rate_14_day_death;cumulative_count_cases;cumulative_count_death;death_general_men;death_general_woman;union_key;FirstDose;TargetGroup
Portugal;PRT;10298252;cases;5458;38;2021-42;101.3181655;8.642243363;1090489;18123;1020;1018;Portugal2021-42;70;ALL
Portugal;PRT;10298252;cases;5877;25;2021-43;110.0672231;6.117543055;1096366;18148;1076;1098;Portugal2021-43;8;ALL
Portugal;PRT;10298252;cases;6940;45;2021-44;124.4580148;6.797270061;1103306;18193;1090;1040;Portugal2021-44;2;ALL
Portugal;PRT;10298252;cases;9937;60;2021-45;163.8821812;10.19590509;1113243;18253;1173;1243;Portugal2021-45;76;ALL
Portugal;PRT;10298252;cases;14932;79;2021-46;241.4875845;13.49743626;1128175;18332;1225;1237;Portugal2021-46;15776;ALL
Portugal;PRT;10298252;cases;20267;92;2021-47;341.7958698;16.60475972;1148442;18424;1270;1282;Portugal2021-47;7;ALL
Portugal;PRT;10298252;cases;23872;122;2021-48;428.6067189;20.78022561;1172314;18546;1352;1373;Portugal2021-48;8667;ALL
Portugal;PRT;10298252;cases;27420;122;2021-49;498.0651085;23.69334136;1199734;18668;1315;1300;Portugal2021-49;7639;ALL
Portugal;PRT;10298252;cases;31766;125;2021-50;574.718894;23.98465293;1231500;18793;1245;1246;Portugal2021-50;18524;ALL
Portugal;PRT;10298252;cases;56667;93;2021-51;858.7185476;21.16864105;1288167;18886;1311;1275;Portugal2021-51;2;ALL
Portugal;PRT;10298252;cases;149656;113;2021-52;2003.47593;20.00339475;1437823;18999;1221;1308;Portugal2021-52;0;ALL
Portugal;PRT;10298252;cases;237019;133;2022-01;3754.76343;23.88754907;1674842;19132;1236;1216;Portugal2022-01;0;ALL
Portugal;PRT;10298252;cases;266047;205;2022-02;4884.964944;32.82110401;1940889;19337;1275;1272;Portugal2022-02;1167;ALL
Portugal;PRT;10298252;cases;368643;280;2022-03;6163.084764;47.09537114;2309532;19617;1422;1366;Portugal2022-03;3437;ALL
Portugal;PRT;10298252;cases;406242;291;2022-04;7524.432302;55.44630293;2715774;19908;1440;1345;Portugal2022-04;0;ALL
Portugal;PRT;10298252;cases;309097;355;2022-05;6946.217669;62.72909228;3024871;20263;1475;1393;Portugal2022-05;1648;ALL
Portugal;PRT;10298252;cases;170903;300;2022-06;4660.985185;63.603027;3195774;20563;1357;1337;Portugal2022-06;1;ALL
Portugal;PRT;10298252;cases;106789;298;2022-07;2696.496454;58.06810709;3302563;20861;1389;1303;Portugal2022-07;56;ALL
Portugal;PRT;10298252;cases;80792;202;2022-08;1821.483879;48.55192901;3383355;21063;1210;1254;Portugal2022-08;0;ALL
Portugal;PRT;10298252;cases;82773;153;2022-09;1588.279254;34.47186959;3466128;21216;1202;1181;Portugal2022-09;11;ALL
Portugal;PRT;10298252;cases;86062;140;2022-10;1639.452987;28.4514304;3552190;21356;1235;1198;Portugal2022-10;98;ALL
Portugal;PRT;10298252;cases;81692;126;2022-11;1628.95606;25.82962623;3633882;21482;1200;1210;Portugal2022-11;0;ALL
Portugal;PRT;10298252;cases;77615;158;2022-12;1546.932431;27.57749568;3711497;21640;1188;1238;Portugal2022-12;1;ALL
Portugal;PRT;10298252;cases;68463;150;2022-13;1418.473737;29.90798827;3779960;21790;1218;1238;Portugal2022-13;18;ALL
Portugal;PRT;10298252;cases;63339;151;2022-14;1279.848269;29.22826126;3843299;21941;1163;1238;Portugal2022-14;0;ALL
Portugal;PRT;10298252;cases;63993;145;2022-15;1236.442845;28.74274197;3907292;22086;1158;1265;Portugal2022-15;5;ALL
Portugal;PRT;10298252;cases;70580;126;2022-16;1306.755748;26.31514552;3977872;22212;1107;1185;Portugal2022-16;811;ALL
Portugal;PRT;10298252;cases;74771;128;2022-17;1411.414287;24.66437994;4052643;22340;1097;1162;Portugal2022-17;1;ALL
Portugal;PRT;10298252;cases;101268;131;2022-18;1709.406606;25.14989923;4153911;22471;1072;1127;Portugal2022-18;21;ALL
Portugal;PRT;10298252;cases;160412;192;2022-19;2541.013757;31.36454614;4314323;22663;1172;1244;Portugal2022-19;352;ALL
Portugal;PRT;10298252;cases;190521;222;2022-20;3407.69482;40.20099722;4504844;22885;:;:;Portugal2022-20;0;ALL
Portugal;PRT;10298252;cases;174979;230;2022-21;3549.14601;43.89094382;4679823;23115;:;:;Portugal2022-21;0;ALL
Portugal;PRT;10298252;cases;165149;291;2022-22;3302.774102;50.59111003;4844972;23406;:;:;Portugal2022-22;0;
